study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
ROS,TG7EJRL3,journalArticle,1997,"Detoledo-Morrell, L.; Sullivan, M. P.; Morrell, F.; Wilson, R. S.; Bennett, D. A.; Spencer, S.",Alzheimer's disease: in vivo detection of differential vulnerability of brain regions,Neurobiology of Aging,0197-4580,10.1016/s0197-4580(97)00114-0,"The severe cognitive impairment during the later stages of Alzheimer's disease is usually preceded by a selective disturbance in the ability to remember new experiences. With quantitative, high-resolution magnetic resonance imaging techniques, it is now possible to determine, in vivo, differences in the pattern of anatomical changes that might reflect behavioral symptomatology during different stages of the disease. In the present investigation, magnetic resonance imaging examinations were carried out in aged controls and in clinically diagnosed Alzheimer's disease patients who were divided into three groups based upon dementia severity. Atrophy of the hippocampal formation, a region important for memory function, was observed even in Alzheimer's disease patients with the mildest dementia. With more prominent dementia, atrophy extended to the parahippocampal gyrus and the temporal neocortex.",19/06/2005,463-468,Neurobiol Aging,PubMed,PMID: 9390771,http://www.ncbi.nlm.nih.gov/pubmed/9390771,Adult; Aged; Humans; Middle Aged; Brain; Alzheimer Disease; Dementia; Neuropsychological Tests; Magnetic Resonance Imaging; Hippocampus; Entorhinal Cortex; Temporal Lobe; Atrophy; Dentate Gyrus,
ROS,A3UXYMKQ,journalArticle,1997,"Levey, A. I.; Heilman, C. J.; Lah, J. J.; Nash, N. R.; Rees, H. D.; Wakai, M.; Mirra, S. S.; Rye, D. B.; Nochlin, D.; Bird, T. D.; Mufson, E. J.",Presenilin-1 protein expression in familial and sporadic Alzheimer's disease,Annals of Neurology,0364-5134,10.1002/ana.410410610,"Mutations of the presenilin PS1 and PS2 genes are closely linked to aggressive forms of early-onset (< 60 years) familial Alzheimer's disease. A highly specific monoclonal antibody was developed to identify and characterize the native PS1 protein. Western blot analyses revealed a predominant 32-kd immunoreactive polypeptide in a variety of samples, including PC12 cells transfected with human PS1 complementary DNA, brain biopsy specimens from demented patients, and postmortem samples of frontal neocortex from early-onset familial Alzheimer's disease cases (PS1 and PS2), late-onset sporadic Alzheimer's disease cases, and cases of other degenerative disorders. This truncated polypeptide contains the N-terminus of PS1 and appeared unchanged across cases. In 2 early-onset cases linked to missense mutations in the PS1 gene, a PS1 immunoreactive protein (approximately 49 kd) accumulated in the frontal cortex. This protein was similar in size to full-length PS1 protein present in transfected cells overexpressing PS1 complementary DNA, and in lymphocytes from an affected individual with a deletion of exon 9 of the PS1 gene, suggesting that mutations of the PS1 gene peturb the endoproteolytic processing of the protein. Immunohistochemical studies of control brains revealed that PS1 is expressed primarily in neurons, with the protein localized in the soma and dendritic processes. In contrast, PS1 showed striking localization to the neuropathology in early-onset familial Alzheimer's disease and sporadic Alzheimers' disease cases. PS1 immunoreactivity was present in the neuritic component of senile plaques as well as in neurofibrillary tangles. Localization of PS1 immunoreactivity in familial and sporadic Alzheimer's disease suggests that genetically heterogeneous forms of the disease share a common pathophysiology involving PS1 protein.",1997-06,742-753,Ann Neurol,PubMed,PMID: 9189035,http://www.ncbi.nlm.nih.gov/pubmed/9189035,"Adult; Aged; Humans; Middle Aged; Animals; Rats; Membrane Proteins; Brain; Alzheimer Disease; Presenilin-1; Immunohistochemistry; Blotting, Western; Transfection; Tissue Distribution; Haplorhini; PC12 Cells",
ROS,FQIZ5XMH,journalArticle,1997,"Beckett, L. A.; Wilson, R. S.; Bennett, D. A.; Morris, M. C.",Around the WORLD backward: an algorithm for scoring the MMSE WORLD item,Neurology,0028-3878,10.1212/wnl.48.6.1733,,1997-06,1733-1734,Neurology,PubMed,PMID: 9191800,http://www.ncbi.nlm.nih.gov/pubmed/9191800,Humans; Algorithms; Psychometrics; Mental Status Schedule; Observer Variation,
ROS,B6IHAW27,journalArticle,1997,"Cronin-Stubbs, D.; Beckett, L. A.; Scherr, P. A.; Field, T. S.; Chown, M. J.; Pilgrim, D. M.; Bennett, D. A.; Evans, D. A.",Weight loss in people with Alzheimer's disease: a prospective population based analysis,BMJ (Clinical research ed.),0959-8138,10.1136/bmj.314.7075.178,,18/01/1997,178-179,BMJ,PubMed,PMID: 9022430 PMCID: PMC2125711,http://www.ncbi.nlm.nih.gov/pubmed/9022430,Aged; Female; Humans; Male; Alzheimer Disease; Body Height; Prospective Studies; Body Mass Index; Weight Loss,
ROS,UKEUEAFR,journalArticle,1997,"Fleischman, D. A.; Gabrieli, J. D.; Rinaldi, J. A.; Reminger, S. L.; Grinnell, E. R.; Lange, K. L.; Shapiro, R.",Word-stem completion priming for perceptually and conceptually encoded words in patients with Alzheimer's disease,Neuropsychologia,0028-3932,10.1016/s0028-3932(96)00057-7,"This study examined whether the frequently reported word-stem completion priming deficit of Alzheimer's disease (AD) patients could be characterized as either a semantic encoding deficit or a conceptual priming deficit. AD patients and normal elderly control subjects studied words in two conditions: (1) reading visually presented words aloud, which maximizes perceptual encoding of seen words, and (2) generating words aloud from definitions, which maximizes conceptual encoding of words not seen but retrieved on the basis of semantic context. Recognition accuracy was greater for words that were generated at study, and word-stem completion priming was greater for words that were read at study. For the AD patients, recognition accuracy was impaired and word-stem completion priming was intact for words encoded in both conditions. The findings are discussed in terms of discrepant results about word-stem completion priming in AD.",1997-01,25-35,Neuropsychologia,PubMed,PMID: 8981374,http://www.ncbi.nlm.nih.gov/pubmed/8981374,"Aged; Humans; Alzheimer Disease; Cognition; Memory; Memory, Short-Term; Verbal Learning; Cues; Mental Recall; Perception",
ROS,B283MEPV,journalArticle,1998,"Fleischman, D. A.; Gabrieli, J. D.; Reminger, S. L.; Vaidya, C. J.; Bennett, D. A.",Object decision priming in Alzheimer's disease,Journal of the International Neuropsychological Society: JINS,1355-6177,10.1017/s1355617798455036,"Priming for line drawings of real and nonreal objects was examined in an object decision task for 16 patients with Alzheimer's disease (AD) and 16 normal elderly control (NC) participants. In two study phases, participants decided if objects were real or nonreal. In an implicit test phase, real/nonreal decisions were made for studied and unstudied objects, and priming was measured as the difference in decision speed or accuracy between studied and unstudied objects. In an explicit test phase, yes/no recognition was measured for real and nonreal objects. AD patients had impaired explicit memory for real and nonreal objects and intact repetition priming for real objects. By the latency measure, both AD and NC groups showed priming for nonreal objects but in opposite ways. Classification decisions about studied relative to nonstudied nonreal objects were slower for the AD patients, whereas such decisions were faster for the NC participants. Classification decisions of both groups were less accurate for repeated nonreal objects. These results support the claim that AD patients with mild cognitive impairment show normal perceptual priming. The AD inhibition for studied nonreal objects is discussed in terms of the decision conflict that occurs when recollection of source is not available to counter the influence of familiarity.",1998-09,435-446,J Int Neuropsychol Soc,PubMed,PMID: 9745233,http://www.ncbi.nlm.nih.gov/pubmed/9745233,"Aged; Aged, 80 and over; Female; Humans; Male; Middle Aged; Alzheimer Disease; Memory; Reaction Time; Psychomotor Performance; Decision Making; Visual Perception",
ROS,8SC2SUU2,journalArticle,1999,"Ghoshal, N.; Smiley, J. F.; DeMaggio, A. J.; Hoekstra, M. F.; Cochran, E. J.; Binder, L. I.; Kuret, J.",A new molecular link between the fibrillar and granulovacuolar lesions of Alzheimer's disease,The American Journal of Pathology,0002-9440,10.1016/S0002-9440(10)65219-4,"Alzheimer's Disease (AD) is a progressive neurodegenerative disorder involving select neurons of the hippocampus, neocortex, and other regions of the brain. Markers of end stage disease include fibrillar lesions, which accumulate hyperphosphorylated tau protein polymerized into filaments, and granulovacuolar lesions, which appear primarily within the hippocampus. The mechanism by which only select populations of neurons develop these lesions as well as the relationship between them is unknown. To address these questions, we have turned to AD tissue to search for enzymes specifically involved in tau hyperphosphorylation. Recently, we showed that the principal phosphotransferases associated with AD brain-derived tau filaments are members of the casein kinase-1 (CK1) family of protein kinases. Here we report the distribution of three CK1 isoforms (Ckialpha, Ckidelta, and Ckiepsilon) in AD and control brains using immunohistochemistry and Western analysis. In addition to colocalizing with elements of the fibrillar pathology, CK1 is found within the matrix of granulovacuolar degeneration bodies. Furthermore, levels of all CK1 isoforms are elevated in the CA1 region of AD hippocampus relative to controls, with one isoform, Ckidelta, being elevated >30-fold. We propose that overexpression of this protein kinase family plays a key role in the hyperphosphorylation of tau and in the formation of AD-related pathology.",1999-10,1163-1172,Am J Pathol,PubMed,PMID: 10514399 PMCID: PMC1867028,http://www.ncbi.nlm.nih.gov/pubmed/10514399,"Aged; Aged, 80 and over; Female; Humans; Male; Middle Aged; Isoenzymes; Brain; Alzheimer Disease; Neurofibrillary Tangles; tau Proteins; Protein Kinases; Phosphorylation; Immunohistochemistry; Blotting, Western; Antibodies, Monoclonal; Antibody Specificity; Vacuoles; Casein Kinases; Alkaline Phosphatase; Cytoplasmic Granules",
ROS,CEUJ62E2,journalArticle,1999,"Melov, S.; Schneider, J. A.; Coskun, P. E.; Bennett, D. A.; Wallace, D. C.",Mitochondrial DNA rearrangements in aging human brain and in situ PCR of mtDNA,Neurobiology of Aging,0197-4580,10.1016/s0197-4580(99)00092-5,"Deletions of the mitochondrial DNA (mtDNA) have been shown to accumulate with age in a variety of species regardless of mean or maximal life span. This implies that such mutations are either a molecular biomarker of senescence or that they are more causally linked to senescence itself. One assay that can be used to detect these mtDNA mutations is the long-extension polymerase chain reaction assay. This assay amplifies approximately 16 kb of the mtDNA in mammalian mitochondria and preferentially amplifies mtDNAs that are either deleted or duplicated. We have applied this assay to the aging human brain and found a heterogeneous array of rearranged mtDNAs. In addition, we have developed in situ polymerase chain reaction to detect mtDNA within individual cells of both the mouse and the human brain as a first step in identifying and enumerating cells containing mutant mtDNAs in situ.",21/06/2005,565-571,Neurobiol Aging,PubMed,PMID: 10638530,http://www.ncbi.nlm.nih.gov/pubmed/10638530,"Aged; Female; Humans; Animals; Polymerase Chain Reaction; Mitochondria; Mice; DNA Primers; Mice, Inbred C57BL; Aging; DNA, Mitochondrial; Oxidative Stress; Frontal Lobe; Energy Metabolism; Gene Deletion; Cerebellum; Gene Rearrangement; Mitochondrial ADP, ATP Translocases; Superoxide Dismutase; Superoxides",
ROS,YJA5KSQT,journalArticle,1999,"Mufson, E. J.; Chen, E. Y.; Cochran, E. J.; Beckett, L. A.; Bennett, D. A.; Kordower, J. H.",Entorhinal cortex beta-amyloid load in individuals with mild cognitive impairment,Experimental Neurology,0014-4886,10.1006/exnr.1999.7086,"The deposition of beta-amyloid within the entorhinal cortex (EC) may play a key role in the development of mild cognitive impairment (MCI) in the elderly. To examine the relationship of beta-amyloid deposition to MCI, EC tissue immunostained for this protein was quantitated from a cohort of aged Catholic religious clergy with a clinical diagnosis of MCI and compared to those with no cognitive impairment (NCI) and Alzheimer's disease (AD). beta-amyloid staining was seen in 12 of the 20 NCI, in 10 of 12 MCI, and in all 12 AD cases within the EC. beta-amyloid immunoreactivity displayed two patterns within the EC: (1) a crescent-shaped band within layers 3-4 or (2) bilaminar staining mainly within layers 2-3 and 5-6. Ten cases failed to display any detectable beta-amyloid imunoreactivity. Despite the heterogeneity of beta-amyloid loads within the clinical groups, decomposing an analysis of variance revealed a significant difference across groups in mean beta-amyloid load within the EC based upon a linear trend analysis. Multiple comparisons testing revealed that NCI individuals had a significantly lower mean beta-amyloid load (1.32) than AD individuals (4.55). The MCI individuals had a mean intermediate (2.60) load between NCI and AD, but not statistically distinguishable from the mean for either NCI or AD. Spearman rank correlation showed a trend for decreasing MMSE with increasing amyloid load that failed to reach statistical significance. Since many NCI cases displayed beta-amyloid loads equal to or greater than that seen in some MCI and some AD cases, it is mostly likely that deposition of this protein is not the sole pathogenic event underlying cognitive impairment in the elderly.",1999-08,469-490,Exp Neurol,PubMed,PMID: 10415154,http://www.ncbi.nlm.nih.gov/pubmed/10415154,"Aged; Aged, 80 and over; Female; Humans; Male; Genotype; Amyloid beta-Peptides; United States; Alzheimer Disease; Apolipoproteins E; Autopsy; Cognition Disorders; Entorhinal Cortex; Catholicism",
ROS,G28RYESY,journalArticle,1999,"Bennett, D. A.; Shannon, K. M.; Beckett, L. A.; Wilson, R. S.",Dimensionality of parkinsonian signs in aging and Alzheimer's disease,"The Journals of Gerontology. Series A, Biological Sciences and Medical Sciences",1079-5006,10.1093/gerona/54.4.m191,"BACKGROUND: Parkinsonian signs are commonly found on the neurologic examination of older persons and are associated with morbidity and mortality. The extent to which parkinsonian signs in aging and Alzheimer's disease cluster in groups typical of Parkinson's disease has not been investigated previously. METHODS: The motor portion of the Unified Parkinson's Disease Rating Scale (UPDRS), or a version with minor modifications, was administered to more than 2,800 persons in three cohorts: (a) 637 older persons with a wide range of neurologic conditions participating in the Chicago Health and Aging Project, a study of common health problems of a random sample of older persons from a geographically defined biracial community population; (b) 638 relatively healthy and highly educated older persons from 25 Catholic religious communities participating in the Religious Orders Study, a longitudinal clinical-pathologic study of aging; and (c) 1,546 older persons undergoing evaluation for possible dementia at the Rush Alzheimer's Disease Center, an urban, tertiary care center that evaluates persons for possible dementia. Separate factor analyses were performed on each data set. Additional analyses examined the factor structure in subsets by gender and race. RESULTS: A similar grouping of items emerged in each cohort and did not differ substantially by gender or race. The factors corresponded closely with the traditional grouping of parkinsonian signs into bradykinesia, gait disturbance, rigidity, and tremor. CONCLUSIONS: The grouping of parkinsonian signs is consistent in diverse samples of older persons and does not vary substantially across gender or race. The results provide an empirical basis for summarizing the principal motoric manifestations of parkinsonism.",1999-04,M191-196,J Gerontol A Biol Sci Med Sci,PubMed,PMID: 10219010,http://www.ncbi.nlm.nih.gov/pubmed/10219010,"Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Movement Disorders; Sex Factors; Muscle, Skeletal; Alzheimer Disease; Dementia; Longitudinal Studies; Aging; Neurologic Examination; Gait; Parkinson Disease; Black People; White People; Motor Skills; Factor Analysis, Statistical; Muscle Rigidity; Tremor",
ROS,ZUUXHE85,journalArticle,1999,"Fleischman, D. A.; Gabrieli, J. D.; Gilley, D. W.; Hauser, J. D.; Lange, K. L.; Dwornik, L. M.; Bennett, D. A.; Wilson, R. S.","Word-stem completion priming in healthy aging and Alzheimer's disease: the effects of age, cognitive status, and encoding",Neuropsychology,0894-4105,10.1037//0894-4105.13.1.22,"There are many conflicting results concerning the effects of age and Alzheimer's disease (AD) on word-stem completion priming. To examine potential sources of this variability, the authors examined the influences on such priming of age, cognitive status, and encoding in a large sample of young, old, and AD individuals. At study, words were processed aloud by reading, reading and rating likeability, or generating from definition. Old participants had less priming than young participants and more priming than AD patients. For the healthy old participants, priming decreased with advancing age and with cognitive loss following generation only. For AD patients, priming decreased as dementia severity increased; patients with the mildest dementia did not differ from healthy old participants. Thus, age, cognitive status, and encoding differentially influenced the magnitude of priming in healthy aging and AD.",1999-01,22-30,Neuropsychology,PubMed,PMID: 10067772,http://www.ncbi.nlm.nih.gov/pubmed/10067772,Adult; Aged; Humans; Age Factors; Alzheimer Disease; Aging; Neuropsychological Tests; Cognition Disorders; Severity of Illness Index; Health Status; Vocabulary,
ROS,KJPTV73P,journalArticle,2000,"Hebert, L. E.; Wilson, R. S.; Gilley, D. W.; Beckett, L. A.; Scherr, P. A.; Bennett, D. A.; Evans, D. A.",Decline of language among women and men with Alzheimer's disease,"The Journals of Gerontology. Series B, Psychological Sciences and Social Sciences",1079-5014,10.1093/geronb/55.6.p354,"Previous research raises the possibility that gender differences occur in language function in Alzheimer's disease, but this hypothesis has not been evaluated systematically in longitudinal studies. The authors examined the association of gender with rate of decline in language and other cognitive functions among 410 persons with Alzheimer's disease. Participants were recruited from a dementia clinic and followed for up to 5 annual evaluations. Follow-up participation among survivors exceeded 90%. Decline in a composite score based on 8 language tests was evaluated in random effects models with age, education, and race controlled. Annual decline was 0.71 standard units (95% confidence interval [CI] = 0.62-0.79) for women and 0.74 units (95% CI = 0.61-0.86) for men, not a significant difference. Decline on the individual language tests and on composite measures of memory, perception, and global cognition also indicated no significant association with gender. These results suggest that Alzheimer's disease affects language and other cognitive functions similarly in women and men.",2000-11,P354-360,J Gerontol B Psychol Sci Soc Sci,PubMed,PMID: 11078105,http://www.ncbi.nlm.nih.gov/pubmed/11078105,"Aged; Aged, 80 and over; Female; Humans; Male; Time Factors; Follow-Up Studies; Alzheimer Disease; Sex Characteristics; Disease Progression; Longevity; Regression Analysis; Educational Status; Predictive Value of Tests; Language Tests; Language Disorders",
ROS,Y5YIHILR,journalArticle,2000,"Bennett, D. A.",Part II. Clinical diagnosis and course of Alzheimer's disease,Disease-a-month: DM,0011-5029,10.1016/s0011-5029(00)90029-4,,2000-10,666-686,Dis Mon,PubMed,PMID: 11078009,http://www.ncbi.nlm.nih.gov/pubmed/11078009,"Mental Disorders; Humans; Alzheimer Disease; Disease Progression; Parkinsonian Disorders; Cognition Disorders; Diagnosis, Differential; Survival Analysis; Mood Disorders",
ROS,CDR8L8GJ,journalArticle,2000,"Bennett, D. A.",Part I. Epidemiology and public health impact of Alzheimer's disease,Disease-a-month: DM,0011-5029,10.1016/s0011-5029(00)90028-2,,2000-10,657-665,Dis Mon,PubMed,PMID: 11078008,http://www.ncbi.nlm.nih.gov/pubmed/11078008,"Aged; Aged, 80 and over; Female; Humans; Male; Prevalence; Alzheimer Disease; Risk Factors; Apolipoprotein E4; Apolipoproteins E; Incidence; Educational Status; Sex Distribution; Age Distribution; Cost of Illness; Public Health",
ROS,CVIV9RHJ,journalArticle,2000,"de Toledo-Morrell, L.; Goncharova, I.; Dickerson, B.; Wilson, R. S.; Bennett, D. A.",From healthy aging to early Alzheimer's disease: in vivo detection of entorhinal cortex atrophy,Annals of the New York Academy of Sciences,0077-8923,10.1111/j.1749-6632.2000.tb06730.x,"Using quantitative structural MRI protocols, we examined the effects of age on alterations in entorhinal cortex (EC) volume. The left EC was found to be smaller than the right in both young and healthy aged subjects. More importantly, the right EC, but not the left, was significantly smaller in elderly participants compared to young controls. In an attempt to determine the earliest sites of involvement in mild and incipient Alzheimer's disease (AD), we compared entorhinal and hippocampal volume in (1) healthy elderly controls, (2) patients with very mild AD, and (3) elderly patients who were evaluated for cognitive complaints, but did not meet criteria for dementia. Both patient groups differed from controls in EC volume, but not from each other. In contrast, the two patient groups differed in hippocampal volume from controls, as well as from each other, with the mild AD cases showing the greatest atrophy. These results suggest that degeneration of the EC and hippocampal formation occurs before the onset of overt dementia. In fact, follow-up clinical evaluations available on 23 of 28 nondemented patients indicated that 12 of 23 had converted to AD. Converters could be best differentiated from nonconverters on the basis of entorhinal volume.",2000-06,240-253,Ann N Y Acad Sci,PubMed,PMID: 10911878,http://www.ncbi.nlm.nih.gov/pubmed/10911878,Humans; Time Factors; Alzheimer Disease; Aging; Memory; Magnetic Resonance Imaging; Hippocampus; Entorhinal Cortex; Atrophy; Reference Values,
ROS,UFYSC2SW,journalArticle,2000,"Morris, M. C.; Scherr, P. A.; Hebert, L. E.; Bennett, D. A.; Wilson, R. S.; Glynn, R. J.; Evans, D. A.",The cross-sectional association between blood pressure and Alzheimer's disease in a biracial community population of older persons,"The Journals of Gerontology. Series A, Biological Sciences and Medical Sciences",1079-5006,10.1093/gerona/55.3.m130,"BACKGROUND: The relation of blood pressure to Alzheimer's disease (AD) is complex because both an association of high blood pressure with increased risk of the disease and lower blood pressure as a consequence of the disease are possible. METHODS: We examined the cross-sectional association of blood pressure and AD in the Chicago Health and Aging Project (CHAP), a study of a geographically defined, biracial community. After in-home interviews with 6.162 residents > or =65 years, a stratified random sample of 729 participants was clinically evaluated; 709 had blood pressures measured, and 243 were diagnosed with AD. RESULTS: In logistic regression models adjusted for age, sex, education, and race there was no association between blood pressure measured as a continuous variable and Alzheimer's disease. In categorical analyses, however, prevalence of Alzheimer's disease was significantly higher among persons with low systolic pressure (<130 mmHg) compared with the referent group of 130-139 mmHg (odds ratio [OR] = 2.2, 95% confidence interval [CI]: 1.2,4.1), and with low diastolic pressure (<70 mmHg) compared to the referent of 70-79 mmHg (OR = 1.8, 95% CI: I. 1,3.1). High systolic and diastolic categories were not statistically different from the referent group, although there was some evidence that the associations differed by race. The odds ratios changed little with further adjustment for apolipoprotein E genotype, antihypertensive medications, body mass, stroke, diabetes, and heart disease. CONCLUSION: These findings are consistent with previous studies showing associations between low blood pressure and AD, but longitudinal studies are needed to characterize cause-and-effect associations.",2000-03,M130-136,J Gerontol A Biol Sci Med Sci,PubMed,PMID: 10795724,http://www.ncbi.nlm.nih.gov/pubmed/10795724,"Aged; Aged, 80 and over; Female; Humans; Male; Prevalence; Alzheimer Disease; Risk Factors; Aging; Cross-Sectional Studies; Blood Pressure; Dementia, Vascular; Black People; White People; Stroke",
